course;stop_code;stop_id;stop_name;route_short_name;trip_headsign;direction_id;departure_time;is_theorical;delay_sec;dest_ar_code
268438480;HRENEE;8132;HENRI RENE;12;GARE SAINT-ROCH;0;13:05:24;0;4986;11
268438474;VACHETE;12134;JEAN VACHET;12;GARE SAINT-ROCH;0;11:58:17;0;959;11
268438436;VACHETE;12134;JEAN VACHET;12;GARE SAINT-ROCH;0;12:28:17;0;2759;11
268438480;VACHETE;12134;JEAN VACHET;12;GARE SAINT-ROCH;0;12:58:17;0;4559;11
268438474;LCORDES;12112;LEON CORDES;12;GARE SAINT-ROCH;0;12:03:40;0;1282;11
268438436;LCORDES;12112;LEON CORDES;12;GARE SAINT-ROCH;0;12:33:40;0;3082;11
268438480;LCORDES;12112;LEON CORDES;12;GARE SAINT-ROCH;0;13:03:40;0;4882;11
268438474;LECLERCA;12106;MARECHAL LECLERC;12;GARE SAINT-ROCH;0;11:59:00;0;1002;11
268438436;LECLERCA;12106;MARECHAL LECLERC;12;GARE SAINT-ROCH;0;12:29:00;0;2802;11
268438480;LECLERCA;12106;MARECHAL LECLERC;12;GARE SAINT-ROCH;0;12:59:00;0;4602;11
268438474;PAQUEREA;12110;PAQUERETTES;12;GARE SAINT-ROCH;0;12:01:47;0;1169;11
268438436;PAQUEREA;12110;PAQUERETTES;12;GARE SAINT-ROCH;0;12:31:47;0;2969;11
268438480;PAQUEREA;12110;PAQUERETTES;12;GARE SAINT-ROCH;0;13:01:47;0;4769;11
268438474;CARNOTE;8131;PLACE CARNOT;12;GARE SAINT-ROCH;0;12:05:00;0;1362;11
268438436;CARNOTE;8131;PLACE CARNOT;12;GARE SAINT-ROCH;0;12:35:00;0;3162;11
268438480;CARNOTE;8131;PLACE CARNOT;12;GARE SAINT-ROCH;0;13:05:00;0;4962;11
268438474;PORTOA;12111;PORTO;12;GARE SAINT-ROCH;0;12:02:21;0;1203;11
268438436;PORTOA;12111;PORTO;12;GARE SAINT-ROCH;0;12:32:21;0;3003;11
268438480;PORTOA;12111;PORTO;12;GARE SAINT-ROCH;0;13:02:21;0;4803;11
268438474;PRIMEVER;12109;PRIMEVERES;12;GARE SAINT-ROCH;0;12:01:00;0;1122;11
268438436;PRIMEVER;12109;PRIMEVERES;12;GARE SAINT-ROCH;0;12:31:00;0;2922;11
268438480;PRIMEVER;12109;PRIMEVERES;12;GARE SAINT-ROCH;0;13:01:00;0;4722;11
268438590;CNEARC;5280;AGROPOLIS;13;NAVETTE A;0;11:51:43;0;565;13230
268438111;CNEARC;5280;AGROPOLIS;13;NAVETTE A;0;12:01:01;0;1123;13230
268438606;CNEARC;5280;AGROPOLIS;13;NAVETTE A;0;12:11:01;0;1723;13230
268438590;VALMONLS;13204;CAMPUS AGROPOLIS;13;NAVETTE A;0;11:49:50;0;452;13230
268438111;VALMONLS;13204;CAMPUS AGROPOLIS;13;NAVETTE A;0;11:59:08;0;1010;13230
268438606;VALMONLS;13204;CAMPUS AGROPOLIS;13;NAVETTE A;0;12:09:08;0;1610;13230
268438590;ARCHITEA;6119;ECOLE D'ARCHI.;13;NAVETTE A;0;11:43:32;0;74;13230
268438111;ARCHITEA;6119;ECOLE D'ARCHI.;13;NAVETTE A;0;11:52:25;0;607;13230
268438606;ARCHITEA;6119;ECOLE D'ARCHI.;13;NAVETTE A;0;12:02:25;0;1207;13230
268438799;CHIMIEA;13226;ECOLE DE CHIMIE;13;NAVETTE A;0;11:48:18;0;360;13230
268438590;CHIMIEA;13226;ECOLE DE CHIMIE;13;NAVETTE A;0;11:58:35;0;977;13230
268438111;CHIMIEA;13226;ECOLE DE CHIMIE;13;NAVETTE A;0;12:07:44;0;1526;13230
268438111;BATAILLA;6116;EUGENE BATAILLON;13;NAVETTE A;0;11:50:27;0;489;13230
268438799;BATAILLE;13229;EUGENE BATAILLON;13;NAVETTE A;0;11:53:03;0;645;13230
268438606;BATAILLA;6116;EUGENE BATAILLON;13;NAVETTE A;0;12:00:27;0;1089;13230
268438799;GASCOGNE;13228;GASCOGNE;13;NAVETTE A;0;11:50:36;0;498;13230
268438111;GASCOGNA;6117;GASCOGNE;13;NAVETTE A;0;11:51:00;0;522;13230
268438590;GASCOGNE;13228;GASCOGNE;13;NAVETTE A;0;12:00:43;0;1105;13230
268438590;HORTUSS;5133;HORTUS;13;NAVETTE A;0;11:46:44;0;266;13230
268438111;HORTUSS;5133;HORTUS;13;NAVETTE A;0;11:56:02;0;824;13230
268438606;HORTUSS;5133;HORTUS;13;NAVETTE A;0;12:06:02;0;1424;13230
268438799;LAVALETE;5284;LAVALETTE;13;NAVETTE A;0;11:46:24;0;246;13230
268438590;LAVALETE;5284;LAVALETTE;13;NAVETTE A;0;11:56:32;0;854;13230
268438111;LAVALETE;5284;LAVALETTE;13;NAVETTE A;0;12:05:50;0;1412;13230
268438590;LYCAGRIS;13202;LYCEE F. BAZILLE;13;NAVETTE A;0;11:47:43;0;325;13230
268438111;LYCAGRIS;13202;LYCEE F. BAZILLE;13;NAVETTE A;0;11:57:01;0;883;13230
268438606;LYCAGRIS;13202;LYCEE F. BAZILLE;13;NAVETTE A;0;12:07:01;0;1483;13230
268438590;CHAUVETA;6120;MAURICE CHAUVET;13;NAVETTE A;0;11:43:53;0;95;13230
268438111;CHAUVETA;6120;MAURICE CHAUVET;13;NAVETTE A;0;11:53:11;0;653;13230
268438606;CHAUVETA;6120;MAURICE CHAUVET;13;NAVETTE A;0;12:03:11;0;1253;13230
268438590;PARGUELS;13218;PARGUEL;13;NAVETTE A;0;11:42:39;0;21;13230
268438799;PARGUELA;13227;PARGUEL;13;NAVETTE A;0;11:49:59;0;461;13230
268438111;PARGUELS;13218;PARGUEL;13;NAVETTE A;0;11:51:57;0;579;13230
268438590;PICSTLOA;6121;PIC SAINT-LOUP;13;NAVETTE A;0;11:44:36;0;138;13230
268438111;PICSTLOA;6121;PIC SAINT-LOUP;13;NAVETTE A;0;11:53:45;0;687;13230
268438606;PICSTLOA;6121;PIC SAINT-LOUP;13;NAVETTE A;0;12:03:45;0;1287;13230
268438590;SEIGNEUS;6123;PLAN 4 SEIGNEURS;13;NAVETTE A;0;11:45:43;0;205;13230
268438111;SEIGNEUS;6123;PLAN 4 SEIGNEURS;13;NAVETTE A;0;11:55:01;0;763;13230
268438606;SEIGNEUS;6123;PLAN 4 SEIGNEURS;13;NAVETTE A;0;12:05:01;0;1363;13230
268438111;UNIVERSA;6115;UNIVERSITES;13;NAVETTE A;0;11:50:00;0;462;13230
268438606;UNIVERSA;6115;UNIVERSITES;13;NAVETTE A;0;12:00:00;0;1062;13230
268438611;UNIVERSA;6115;UNIVERSITES;13;NAVETTE A;0;12:10:00;0;1662;13230
268438799;VERTBOIA;13225;VERT-BOIS;13;NAVETTE A;0;11:47:36;0;318;13230
268438590;VERTBOIA;13225;VERT-BOIS;13;NAVETTE A;0;11:57:43;0;925;13230
268438111;VERTBOIA;13225;VERT-BOIS;13;NAVETTE A;0;12:07:01;0;1483;13230
268438799;ZOOE;5283;ZOO;13;NAVETTE A;0;11:44:51;0;153;13230
268438590;ZOOE;5283;ZOO;13;NAVETTE A;0;11:54:50;0;752;13230
268438111;ZOOE;5283;ZOO;13;NAVETTE A;0;12:04:08;0;1310;13230
268438788;CNEARCT;5281;AGROPOLIS;13;NAVETTE B;1;11:43:40;0;82;13128
268438578;CNEARCT;5281;AGROPOLIS;13;NAVETTE B;1;11:54:58;0;760;13128
268438710;CNEARCT;5281;AGROPOLIS;13;NAVETTE B;1;12:04:58;0;1360;13128
268438578;VALMONTS;13203;CAMPUS AGROPOLIS;13;NAVETTE B;1;11:52:58;0;640;13128
268438710;VALMONTS;13203;CAMPUS AGROPOLIS;13;NAVETTE B;1;12:02:58;0;1240;13128
268438800;VALMONTS;13203;CAMPUS AGROPOLIS;13;NAVETTE B;1;12:12:58;0;1840;13128
268438788;ARCHITER;13124;ECOLE D'ARCHI.;13;NAVETTE B;1;11:51:31;0;553;13128
268438578;ARCHITER;13124;ECOLE D'ARCHI.;13;NAVETTE B;1;12:02:24;0;1206;13128
268438710;ARCHITER;13124;ECOLE D'ARCHI.;13;NAVETTE B;1;12:12:24;0;1806;13128
268438578;CHIMIEB;13119;ECOLE DE CHIMIE;13;NAVETTE B;1;11:48:09;0;351;13128
268438710;CHIMIEB;13119;ECOLE DE CHIMIE;13;NAVETTE B;1;11:58:09;0;951;13128
268438800;CHIMIEB;13119;ECOLE DE CHIMIE;13;NAVETTE B;1;12:08:09;0;1551;13128
268438578;BATAILLB;13116;EUGENE BATAILLON;13;NAVETTE B;1;11:45:27;0;189;13128
268438788;BATAILLR;6206;EUGENE BATAILLON;13;NAVETTE B;1;11:55:13;0;775;13128
268438710;BATAILLB;13116;EUGENE BATAILLON;13;NAVETTE B;1;11:55:27;0;789;13128
268438578;GASCOGNB;13117;GASCOGNE;13;NAVETTE B;1;11:46:00;0;222;13128
268438788;GASCOGNR;6205;GASCOGNE;13;NAVETTE B;1;11:53:09;0;651;13128
268438710;GASCOGNB;13117;GASCOGNE;13;NAVETTE B;1;11:56:00;0;822;13128
268438788;HORTUSE;5230;HORTUS;13;NAVETTE B;1;11:47:31;0;313;13128
268438578;HORTUSE;5230;HORTUS;13;NAVETTE B;1;11:58:44;0;986;13128
268438710;HORTUSE;5230;HORTUS;13;NAVETTE B;1;12:08:44;0;1586;13128
268438578;LAVALETS;5161;LAVALETTE;13;NAVETTE B;1;11:49:48;0;450;13128
268438710;LAVALETS;5161;LAVALETTE;13;NAVETTE B;1;11:59:48;0;1050;13128
268438800;LAVALETS;5161;LAVALETTE;13;NAVETTE B;1;12:09:48;0;1650;13128
268438788;LYCAGRIE;22230;LYCEE F. BAZILLE;13;NAVETTE B;1;11:45:40;0;202;13128
268438578;LYCAGRIE;22230;LYCEE F. BAZILLE;13;NAVETTE B;1;11:56:58;0;880;13128
268438710;LYCAGRIE;22230;LYCEE F. BAZILLE;13;NAVETTE B;1;12:06:58;0;1480;13128
268438788;CHAUVETR;6203;MAURICE CHAUVET;13;NAVETTE B;1;11:50:45;0;507;13128
268438578;CHAUVETR;6203;MAURICE CHAUVET;13;NAVETTE B;1;12:01:58;0;1180;13128
268438710;CHAUVETR;6203;MAURICE CHAUVET;13;NAVETTE B;1;12:11:58;0;1780;13128
268438578;PARGUELB;13118;PARGUEL;13;NAVETTE B;1;11:46:42;0;264;13128
268438788;PARGUELE;13125;PARGUEL;13;NAVETTE B;1;11:52:18;0;600;13128
268438710;PARGUELB;13118;PARGUEL;13;NAVETTE B;1;11:56:42;0;864;13128
268438788;PICSTLOR;6202;PIC SAINT-LOUP;13;NAVETTE B;1;11:50:28;0;490;13128
268438578;PICSTLOR;6202;PIC SAINT-LOUP;13;NAVETTE B;1;12:01:16;0;1138;13128
268438710;PICSTLOR;6202;PIC SAINT-LOUP;13;NAVETTE B;1;12:11:16;0;1738;13128
268438788;P4SEIG23;23232;PLAN 4 SEIGNEURS;13;NAVETTE B;1;11:48:52;0;394;13128
268438578;P4SEIG23;23232;PLAN 4 SEIGNEURS;13;NAVETTE B;1;11:59:58;0;1060;13128
268438710;P4SEIG23;23232;PLAN 4 SEIGNEURS;13;NAVETTE B;1;12:09:58;0;1660;13128
268438578;UNIVERSB;13115;UNIVERSITES;13;NAVETTE B;1;11:45:00;0;162;13128
268438710;UNIVERSB;13115;UNIVERSITES;13;NAVETTE B;1;11:55:00;0;762;13128
268438800;UNIVERSB;13115;UNIVERSITES;13;NAVETTE B;1;12:05:00;0;1362;13128
268438578;VERTBOIS;5125;VERT-BOIS;13;NAVETTE B;1;11:48:59;0;401;13128
268438710;VERTBOIS;5125;VERT-BOIS;13;NAVETTE B;1;11:58:59;0;1001;13128
268438800;VERTBOIS;5125;VERT-BOIS;13;NAVETTE B;1;12:08:59;0;1601;13128
268438578;ZOOS;5162;ZOO;13;NAVETTE B;1;11:51:08;0;530;13128
268438710;ZOOS;5162;ZOO;13;NAVETTE B;1;12:01:08;0;1130;13128
268438800;ZOOS;5162;ZOO;13;NAVETTE B;1;12:11:08;0;1730;13128
268438832;BDSPORTR;8211;BD DES SPORTS;14;LEON BLUM;1;11:51:27;0;549;9234
268438853;BDSPORTR;8211;BD DES SPORTS;14;LEON BLUM;1;12:11:27;0;1749;9234
268438834;BDSPORTR;8211;BD DES SPORTS;14;LEON BLUM;1;12:31:27;0;2949;9234
268438832;ERENANR;8214;ERNEST RENAN;14;LEON BLUM;1;11:53:34;0;676;9234
268438853;ERENANR;8214;ERNEST RENAN;14;LEON BLUM;1;12:13:34;0;1876;9234
268438834;ERENANR;8214;ERNEST RENAN;14;LEON BLUM;1;12:33:34;0;3076;9234
268438832;ESTRAGOR;8212;ESTRAGON;14;LEON BLUM;1;11:52:00;0;582;9234
268438853;ESTRAGOR;8212;ESTRAGON;14;LEON BLUM;1;12:12:00;0;1782;9234
268438834;ESTRAGOR;8212;ESTRAGON;14;LEON BLUM;1;12:32:00;0;2982;9234
268438832;FOYERAUR;8206;FOYER DES AUBES;14;LEON BLUM;1;11:47:54;0;336;9234
268438853;FOYERAUR;8206;FOYER DES AUBES;14;LEON BLUM;1;12:07:54;0;1536;9234
268438834;FOYERAUR;8206;FOYER DES AUBES;14;LEON BLUM;1;12:27:54;0;2736;9234
268438832;FRANCOIR;8210;FRANCOISE;14;LEON BLUM;1;11:50:53;0;515;9234
268438853;FRANCOIR;8210;FRANCOISE;14;LEON BLUM;1;12:10:53;0;1715;9234
268438834;FRANCOIR;8210;FRANCOISE;14;LEON BLUM;1;12:30:53;0;2915;9234
268438832;GARIGLIR;8205;GARIGLIANO;14;LEON BLUM;1;11:47:00;0;282;9234
268438853;GARIGLIR;8205;GARIGLIANO;14;LEON BLUM;1;12:07:00;0;1482;9234
268438834;GARIGLIR;8205;GARIGLIANO;14;LEON BLUM;1;12:27:00;0;2682;9234
268438832;AUBES14E;14209;LES AUBES;14;LEON BLUM;1;11:55:01;0;763;9234
268438853;AUBES14E;14209;LES AUBES;14;LEON BLUM;1;12:15:01;0;1963;9234
268438834;AUBES14E;14209;LES AUBES;14;LEON BLUM;1;12:35:01;0;3163;9234
268438832;PALOMBER;8208;PALOMBES;14;LEON BLUM;1;11:48:46;0;388;9234
268438853;PALOMBER;8208;PALOMBES;14;LEON BLUM;1;12:08:46;0;1588;9234
268438834;PALOMBER;8208;PALOMBES;14;LEON BLUM;1;12:28:46;0;2788;9234
268438832;PINSONSR;8213;PINSONS;14;LEON BLUM;1;11:52:41;0;623;9234
268438853;PINSONSR;8213;PINSONS;14;LEON BLUM;1;12:12:41;0;1823;9234
268438834;PINSONSR;8213;PINSONS;14;LEON BLUM;1;12:32:41;0;3023;9234
268438832;LESLACSR;8203;POMPIGNANE- LACS;14;LEON BLUM;1;11:45:00;0;162;9234
268438853;LESLACSR;8203;POMPIGNANE- LACS;14;LEON BLUM;1;12:05:00;0;1362;9234
268438834;LESLACSR;8203;POMPIGNANE- LACS;14;LEON BLUM;1;12:25:00;0;2562;9234
268438832;STMAUR14;14106;SAINT-MAUR;14;LEON BLUM;1;11:50:00;0;462;9234
268438853;STMAUR14;14106;SAINT-MAUR;14;LEON BLUM;1;12:10:00;0;1662;9234
268438834;STMAUR14;14106;SAINT-MAUR;14;LEON BLUM;1;12:30:00;0;2862;9234
268438832;SALAISOR;8204;SALAISON;14;LEON BLUM;1;11:45:20;0;182;9234
268438853;SALAISOR;8204;SALAISON;14;LEON BLUM;1;12:05:20;0;1382;9234
268438834;SALAISOR;8204;SALAISON;14;LEON BLUM;1;12:25:20;0;2582;9234
268438852;BDSPORTA;8113;BD DES SPORTS;14;POMPIGNANE - LACS;0;11:43:25;0;67;10149
268438833;BDSPORTA;8113;BD DES SPORTS;14;POMPIGNANE - LACS;0;12:11:42;0;1764;10149
268438854;BDSPORTA;8113;BD DES SPORTS;14;POMPIGNANE - LACS;0;12:31:42;0;2964;10149
268438833;ERENANA;8110;ERNEST RENAN;14;POMPIGNANE - LACS;0;12:09:25;0;1627;10149
268438854;ERENANA;8110;ERNEST RENAN;14;POMPIGNANE - LACS;0;12:29:25;0;2827;10149
268438835;ERENANA;8110;ERNEST RENAN;14;POMPIGNANE - LACS;0;12:49:08;0;4010;10149
268438852;ESTRAGOA;8112;ESTRAGON;14;POMPIGNANE - LACS;0;11:42:46;0;28;10149
268438833;ESTRAGOA;8112;ESTRAGON;14;POMPIGNANE - LACS;0;12:11:03;0;1725;10149
268438854;ESTRAGOA;8112;ESTRAGON;14;POMPIGNANE - LACS;0;12:31:03;0;2925;10149
268438852;FOYERAUA;8118;FOYER DES AUBES;14;POMPIGNANE - LACS;0;11:46:36;0;258;10149
268438833;FOYERAUA;8118;FOYER DES AUBES;14;POMPIGNANE - LACS;0;12:14:53;0;1955;10149
268438854;FOYERAUA;8118;FOYER DES AUBES;14;POMPIGNANE - LACS;0;12:34:53;0;3155;10149
268438852;FRANC14A;14110;FRANCOISE;14;POMPIGNANE - LACS;0;11:43:50;0;92;10149
268438833;FRANC14A;14110;FRANCOISE;14;POMPIGNANE - LACS;0;12:12:07;0;1789;10149
268438854;FRANC14A;14110;FRANCOISE;14;POMPIGNANE - LACS;0;12:32:07;0;2989;10149
268438852;GARIGLIA;8119;GARIGLIANO;14;POMPIGNANE - LACS;0;11:47:44;0;326;10149
268438833;GARIGLIA;8119;GARIGLIANO;14;POMPIGNANE - LACS;0;12:16:01;0;2023;10149
268438854;GARIGLIA;8119;GARIGLIANO;14;POMPIGNANE - LACS;0;12:36:01;0;3223;10149
268438833;MERMOZS;4116;JEAN MERMOZ;14;POMPIGNANE - LACS;0;12:07:24;0;1506;10149
268438854;MERMOZS;4116;JEAN MERMOZ;14;POMPIGNANE - LACS;0;12:27:24;0;2706;10149
268438835;MERMOZS;4116;JEAN MERMOZ;14;POMPIGNANE - LACS;0;12:47:24;0;3906;10149
268438833;LBLUM9R;9234;LEON BLUM;14;POMPIGNANE - LACS;0;12:05:00;0;1362;10149
268438854;LBLUM9R;9234;LEON BLUM;14;POMPIGNANE - LACS;0;12:25:00;0;2562;10149
268438835;LBLUM9R;9234;LEON BLUM;14;POMPIGNANE - LACS;0;12:45:00;0;3762;10149
268438833;AUBES14S;14109;LES AUBES;14;POMPIGNANE - LACS;0;12:08:00;0;1542;10149
268438854;AUBES14S;14109;LES AUBES;14;POMPIGNANE - LACS;0;12:28:00;0;2742;10149
268438835;AUBES14S;14109;LES AUBES;14;POMPIGNANE - LACS;0;12:48:00;0;3942;10149
268438852;PALOMBEA;8116;PALOMBES;14;POMPIGNANE - LACS;0;11:45:50;0;212;10149
268438833;PALOMBEA;8116;PALOMBES;14;POMPIGNANE - LACS;0;12:14:07;0;1909;10149
268438854;PALOMBEA;8116;PALOMBES;14;POMPIGNANE - LACS;0;12:34:07;0;3109;10149
268438833;PINSONSA;8111;PINSONS;14;POMPIGNANE - LACS;0;12:10:12;0;1674;10149
268438854;PINSONSA;8111;PINSONS;14;POMPIGNANE - LACS;0;12:30:12;0;2874;10149
268438835;PINSONSA;8111;PINSONS;14;POMPIGNANE - LACS;0;12:49:45;0;4047;10149
268438852;STMAU14A;14111;SAINT-MAUR;14;POMPIGNANE - LACS;0;11:44:44;0;146;10149
268438833;STMAU14A;14111;SAINT-MAUR;14;POMPIGNANE - LACS;0;12:13:01;0;1843;10149
268438854;STMAU14A;14111;SAINT-MAUR;14;POMPIGNANE - LACS;0;12:33:01;0;3043;10149
268438852;SALAISOA;8120;SALAISON;14;POMPIGNANE - LACS;0;11:49:04;0;406;10149
268438833;SALAISOA;8120;SALAISON;14;POMPIGNANE - LACS;0;12:17:21;0;2103;10149
268438854;SALAISOA;8120;SALAISON;14;POMPIGNANE - LACS;0;12:37:21;0;3303;10149
268438939;AIGUE05S;5236;AIGUELONGUE;15;CHARLES DE GAULLE;1;11:56:46;0;868;10246
268438975;AIGUE05S;5236;AIGUELONGUE;15;CHARLES DE GAULLE;1;12:18:39;0;2181;10246
268439676;AIGUE05S;5236;AIGUELONGUE;15;CHARLES DE GAULLE;1;12:40:00;1;3462;10246
268438939;BELVEDEE;9109;BELVEDERE;15;CHARLES DE GAULLE;1;11:42:32;0;14;10246
268438975;BELVEDEE;9109;BELVEDERE;15;CHARLES DE GAULLE;1;12:05:02;0;1364;10246
268439676;BELVEDEE;9109;BELVEDERE;15;CHARLES DE GAULLE;1;12:25:45;1;2607;10246
268438939;BENGALIR;10215;BENGALIS;15;CHARLES DE GAULLE;1;11:57:41;0;923;10246
268438975;BENGALIR;10215;BENGALIS;15;CHARLES DE GAULLE;1;12:19:34;0;2236;10246
268439676;BENGALIR;10215;BENGALIS;15;CHARLES DE GAULLE;1;12:40:55;1;3517;10246
268438975;BUGARELR;10256;BUGAREL;15;CHARLES DE GAULLE;1;11:50:40;0;502;10246
268439676;BUGARELR;10256;BUGAREL;15;CHARLES DE GAULLE;1;12:12:00;1;1782;10246
268438980;BUGARELR;10256;BUGAREL;15;CHARLES DE GAULLE;1;12:32:00;1;2982;10246
268439676;CASTELLS;5228;CASTELLE;15;CHARLES DE GAULLE;1;11:55:14;1;776;10246
268438975;CHDUS;4102;CHENG-DU;15;CHARLES DE GAULLE;1;11:52:29;0;611;10246
268439676;CHDUS;4102;CHENG-DU;15;CHARLES DE GAULLE;1;12:13:05;1;1847;10246
268438980;CHDUS;4102;CHENG-DU;15;CHARLES DE GAULLE;1;12:33:05;1;3047;10246
268438939;CINSAULR;3207;CINSAULTS;15;CHARLES DE GAULLE;1;11:48:00;0;342;10246
268438975;CINSAULR;3207;CINSAULTS;15;CHARLES DE GAULLE;1;12:09:58;0;1660;10246
268439676;CINSAULR;3207;CINSAULTS;15;CHARLES DE GAULLE;1;12:30:42;1;2904;10246
268439676;DEMETERS;12228;DEMETER;15;CHARLES DE GAULLE;1;11:56:09;1;831;10246
268439676;BUGATTIS;10232;ETTORE BUGATTI;15;CHARLES DE GAULLE;1;11:59:32;1;1034;10246
268438980;BUGATTIS;10232;ETTORE BUGATTI;15;CHARLES DE GAULLE;1;12:19:32;1;2234;10246
268438988;BUGATTIS;10232;ETTORE BUGATTI;15;CHARLES DE GAULLE;1;12:38:32;1;3374;10246
268438939;PHARMACR;10224;FAC DE PHARMACIE;15;CHARLES DE GAULLE;1;11:50:27;0;489;10246
268438975;PHARMACR;10224;FAC DE PHARMACIE;15;CHARLES DE GAULLE;1;12:12:44;0;1826;10246
268439676;PHARMACR;10224;FAC DE PHARMACIE;15;CHARLES DE GAULLE;1;12:33:27;1;3069;10246
268438939;HDUNANTR;10210;HENRI DUNANT;15;CHARLES DE GAULLE;1;11:52:58;0;640;10246
268438975;HDUNANTR;10210;HENRI DUNANT;15;CHARLES DE GAULLE;1;12:14:56;0;1958;10246
268439676;HDUNANTR;10210;HENRI DUNANT;15;CHARLES DE GAULLE;1;12:35:39;1;3201;10246
268438939;HENRIMAR;3206;HENRI MARES;15;CHARLES DE GAULLE;1;11:46:36;0;258;10246
268438975;HENRIMAR;3206;HENRI MARES;15;CHARLES DE GAULLE;1;12:09:06;0;1608;10246
268439676;HENRIMAR;3206;HENRI MARES;15;CHARLES DE GAULLE;1;12:29:49;1;2851;10246
268439676;JASMAURE;10254;JASSE DE MAURIN;15;CHARLES DE GAULLE;1;12:01:07;1;1129;10246
268438980;JASMAURE;10254;JASSE DE MAURIN;15;CHARLES DE GAULLE;1;12:21:07;1;2329;10246
268438988;JASMAURE;10254;JASSE DE MAURIN;15;CHARLES DE GAULLE;1;12:40:07;1;3469;10246
268438939;CALVINR;10205;JEAN CALVIN;15;CHARLES DE GAULLE;1;11:43:46;0;88;10246
268438975;CALVINR;10205;JEAN CALVIN;15;CHARLES DE GAULLE;1;12:05:39;0;1401;10246
268439676;CALVINR;10205;JEAN CALVIN;15;CHARLES DE GAULLE;1;12:27:00;1;2682;10246
268439676;GAROS10R;10260;JEUNE PARQUE;15;CHARLES DE GAULLE;1;11:57:27;1;909;10246
268438975;GRANDMR;10244;LE GRAND M;15;CHARLES DE GAULLE;1;11:48:00;0;342;10246
268439676;GRANDMR;10244;LE GRAND M;15;CHARLES DE GAULLE;1;12:08:43;1;1585;10246
268438980;GRANDMR;10244;LE GRAND M;15;CHARLES DE GAULLE;1;12:28:43;1;2785;10246
268438975;BOUISS15;15261;LES BOUISSES;15;CHARLES DE GAULLE;1;11:55:39;0;801;10246
268439676;BOUISS15;15261;LES BOUISSES;15;CHARLES DE GAULLE;1;12:17:00;1;2082;10246
268438980;BOUISS15;15261;LES BOUISSES;15;CHARLES DE GAULLE;1;12:37:00;1;3282;10246
268439676;LESPINSS;27114;LES PINS;15;CHARLES DE GAULLE;1;11:54:00;1;702;10246
268438939;LOUISRAR;3205;LOUIS RAVAZ;15;CHARLES DE GAULLE;1;11:46:23;0;245;10246
268438975;LOUISRAR;3205;LOUIS RAVAZ;15;CHARLES DE GAULLE;1;12:07:59;0;1541;10246
268439676;LOUISRAR;3205;LOUIS RAVAZ;15;CHARLES DE GAULLE;1;12:29:07;1;2809;10246
268438975;COLLINER;7207;LYCEE J. FERRY;15;CHARLES DE GAULLE;1;11:59:41;0;1043;10246
268439676;COLLINER;7207;LYCEE J. FERRY;15;CHARLES DE GAULLE;1;12:21:01;1;2323;10246
268438980;COLLINER;7207;LYCEE J. FERRY;15;CHARLES DE GAULLE;1;12:41:01;1;3523;10246
268438916;CHEVALIR;10217;M. CHEVALIER;15;CHARLES DE GAULLE;1;11:43:12;0;54;10246
268438939;CHEVALIR;10217;M. CHEVALIER;15;CHARLES DE GAULLE;1;11:59:45;0;1047;10246
268438975;CHEVALIR;10217;M. CHEVALIER;15;CHARLES DE GAULLE;1;12:21:38;0;2360;10246
268438939;FLANDRER;10211;MAJOR FLANDRE;15;CHARLES DE GAULLE;1;11:54:25;0;727;10246
268438975;FLANDRER;10211;MAJOR FLANDRE;15;CHARLES DE GAULLE;1;12:16:01;0;2023;10246
268439676;FLANDRER;10211;MAJOR FLANDRE;15;CHARLES DE GAULLE;1;12:37:09;1;3291;10246
268438975;MARTELIR;7206;MARTELLIERE;15;CHARLES DE GAULLE;1;11:58:39;0;981;10246
268439676;MARTELIR;7206;MARTELLIERE;15;CHARLES DE GAULLE;1;12:20:00;1;2262;10246
268438980;MARTELIR;7206;MARTELLIERE;15;CHARLES DE GAULLE;1;12:40:00;1;3462;10246
268438975;BAGNERER;10253;MAS DE BAGNERES;15;CHARLES DE GAULLE;1;11:45:53;0;215;10246
268439676;BAGNERER;10253;MAS DE BAGNERES;15;CHARLES DE GAULLE;1;12:06:37;1;1459;10246
268438980;BAGNERER;10253;MAS DE BAGNERES;15;CHARLES DE GAULLE;1;12:26:37;1;2659;10246
268438975;ORMEAUXR;7262;ORMEAUX;15;CHARLES DE GAULLE;1;11:57:34;0;916;10246
268439676;ORMEAUXR;7262;ORMEAUX;15;CHARLES DE GAULLE;1;12:18:17;1;2159;10246
268438980;ORMEAUXR;7262;ORMEAUX;15;CHARLES DE GAULLE;1;12:38:17;1;3359;10246
268439676;PASSERIS;27115;PASSERINES;15;CHARLES DE GAULLE;1;11:54:34;1;736;10246
268439676;LUMUMBAS;10242;PATRICE LUMUMBA;15;CHARLES DE GAULLE;1;12:00:18;1;1080;10246
268438980;LUMUMBAS;10242;PATRICE LUMUMBA;15;CHARLES DE GAULLE;1;12:20:18;1;2280;10246
268438988;LUMUMBAS;10242;PATRICE LUMUMBA;15;CHARLES DE GAULLE;1;12:39:18;1;3420;10246
268438975;PFAJONS;4246;PAUL FAJON;15;CHARLES DE GAULLE;1;11:54:41;0;743;10246
268439676;PFAJONS;4246;PAUL FAJON;15;CHARLES DE GAULLE;1;12:15:24;1;1986;10246
268438980;PFAJONS;4246;PAUL FAJON;15;CHARLES DE GAULLE;1;12:35:24;1;3186;10246
